x_elbow	y_elbow	gain_vector
1	229175.587783901	0
2	187539.773335814	0.181676481560274
3	184476.642056377	0.0163332354782803
4	183876.390145318	0.00325380982853866
5	182484.379302431	0.00757036203390108
6	184701.066088238	-0.0121472686828351
7	184759.897686194	-0.000318523326376877
8	183402.455950962	0.00734705827526461
9	181535.132326721	0.0101815628070992
10	181639.175101936	-0.000573127492631339
