x_elbow	y_elbow	gain_vector
1	285088.698521867	0
2	217407.700151033	0.237403301925847
3	209931.528247799	0.034387797203322
4	201848.992488733	0.0385008189409529
5	201925.191540074	-0.000377505234987068
6	202461.70146827	-0.00265697372429601
7	202462.698759714	-4.92582763433006e-06
8	201580.202356378	0.00435880983875984
9	202040.555560776	-0.00228372230514976
10	202122.104086696	-0.000403624538119731
