ntotal	nconv	best_score	best_cluster	cpu_total	memory	nclusters_pred
500	500	202040.555560776	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_hg38/cluster/0_0.95_10000/epi_basic/8/cluster_posteriors.tsv.gz	9937	151	9
