x_elbow	y_elbow	gain_vector
1	508439.908109229	0
2	503944.808507444	0.00884096533354635
3	501348.399218538	0.00515216993026559
4	501341.992397202	1.27791798001509e-05
5	501460.932810209	-0.000237244066545758
6	502180.188684321	-0.00143432085542861
7	503240.732567909	-0.00211187917700702
8	503164.718775889	0.000151048568011526
9	506129.058236277	-0.00589138973734032
10	507480.803680733	-0.00267075249377361
