x_elbow	y_elbow	gain_vector
1	507941.207911263	0
2	500755.270486991	0.0141471833990819
3	496983.565817235	0.00753203189671606
4	494056.83604378	0.00588898703047093
5	491895.423947498	0.0043748247946326
6	490542.942648622	0.00274953015017357
7	488998.896177226	0.00314762753095354
8	486313.497455326	0.00549162532450101
9	485631.461609533	0.00140246127109754
10	483640.93317828	0.00409884570628044
