converged	score	run	cpu_time	memory	nclusters_pred	all_vmeasure	clone_prev_MAE	clone_prev_MSE	slsbulk_clone_prev_MSE	slsbulk_vmeasure	slsbulk_clone_prev_MAE	uncertainty
1	507941.470656797	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/152/cluster_posteriors.tsv.gz	33	291	1	NA	NA	NA	NA	NA	NA	NA
1	507941.470656797	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/153/cluster_posteriors.tsv.gz	34	282	1	NA	NA	NA	NA	NA	NA	NA
1	497980.320780371	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/154/cluster_posteriors.tsv.gz	792	299	9	NA	NA	NA	NA	NA	NA	0
1	499208.895942032	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/155/cluster_posteriors.tsv.gz	257	294	4	NA	NA	NA	NA	NA	NA	0
1	499025.374873519	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/156/cluster_posteriors.tsv.gz	560	284	7	NA	NA	NA	NA	NA	NA	0
1	502631.349781678	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/157/cluster_posteriors.tsv.gz	89	294	2	NA	NA	NA	NA	NA	NA	NA
1	507941.470656797	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/158/cluster_posteriors.tsv.gz	33	282	1	NA	NA	NA	NA	NA	NA	NA
1	500217.212952383	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/159/cluster_posteriors.tsv.gz	663	298	8	NA	NA	NA	NA	NA	NA	0
1	499297.491561083	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/16/cluster_posteriors.tsv.gz	779	302	6	NA	NA	NA	NA	NA	NA	0
1	499085.720790379	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/160/cluster_posteriors.tsv.gz	429	296	5	NA	NA	NA	NA	NA	NA	0
1	507941.470656797	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/161/cluster_posteriors.tsv.gz	34	293	1	NA	NA	NA	NA	NA	NA	NA
1	498148.362038651	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/162/cluster_posteriors.tsv.gz	602	284	7	NA	NA	NA	NA	NA	NA	0
1	500244.169061878	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/163/cluster_posteriors.tsv.gz	391	285	5	NA	NA	NA	NA	NA	NA	0.0119047619047619
1	499670.80579507	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/164/cluster_posteriors.tsv.gz	390	295	5	NA	NA	NA	NA	NA	NA	0
1	496760.302817074	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/165/cluster_posteriors.tsv.gz	295	296	4	NA	NA	NA	NA	NA	NA	0
1	498022.097743558	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/166/cluster_posteriors.tsv.gz	878	299	9	NA	NA	NA	NA	NA	NA	0
1	501203.68871074	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/167/cluster_posteriors.tsv.gz	165	285	3	NA	NA	NA	NA	NA	NA	0
1	507941.470656797	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/168/cluster_posteriors.tsv.gz	32	291	1	NA	NA	NA	NA	NA	NA	NA
1	498935.581031102	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/169/cluster_posteriors.tsv.gz	268	295	4	NA	NA	NA	NA	NA	NA	0
1	498278.463812197	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/17/cluster_posteriors.tsv.gz	841	304	7	NA	NA	NA	NA	NA	NA	0
1	499853.020252754	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/170/cluster_posteriors.tsv.gz	354	295	5	NA	NA	NA	NA	NA	NA	0
1	498647.870082251	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/171/cluster_posteriors.tsv.gz	291	284	4	NA	NA	NA	NA	NA	NA	0
1	500107.665640932	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/172/cluster_posteriors.tsv.gz	477	295	6	NA	NA	NA	NA	NA	NA	0
1	498207.64568564	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/173/cluster_posteriors.tsv.gz	509	294	6	NA	NA	NA	NA	NA	NA	0
1	497642.896978325	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/174/cluster_posteriors.tsv.gz	189	295	3	NA	NA	NA	NA	NA	NA	0
1	497434.032056792	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/175/cluster_posteriors.tsv.gz	714	293	8	NA	NA	NA	NA	NA	NA	0
1	507941.470656797	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/176/cluster_posteriors.tsv.gz	34	293	1	NA	NA	NA	NA	NA	NA	NA
1	497625.81564896	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/177/cluster_posteriors.tsv.gz	379	296	5	NA	NA	NA	NA	NA	NA	0
1	498332.587025842	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/178/cluster_posteriors.tsv.gz	182	293	3	NA	NA	NA	NA	NA	NA	0
1	502126.662142955	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/179/cluster_posteriors.tsv.gz	167	293	3	NA	NA	NA	NA	NA	NA	0
1	498250.383781459	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/18/cluster_posteriors.tsv.gz	873	304	8	NA	NA	NA	NA	NA	NA	0
1	497511.149475548	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/180/cluster_posteriors.tsv.gz	730	296	8	NA	NA	NA	NA	NA	NA	0
1	501019.125326981	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/181/cluster_posteriors.tsv.gz	176	295	3	NA	NA	NA	NA	NA	NA	0
1	507941.470656797	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/182/cluster_posteriors.tsv.gz	33	292	1	NA	NA	NA	NA	NA	NA	NA
1	497623.743551309	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/183/cluster_posteriors.tsv.gz	391	285	5	NA	NA	NA	NA	NA	NA	0
1	503448.752011766	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/184/cluster_posteriors.tsv.gz	108	294	2	NA	NA	NA	NA	NA	NA	0
1	500606.09477518	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/185/cluster_posteriors.tsv.gz	254	294	4	NA	NA	NA	NA	NA	NA	0
1	501645.510022078	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/186/cluster_posteriors.tsv.gz	98	294	2	NA	NA	NA	NA	NA	NA	0
1	503645.531756501	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/187/cluster_posteriors.tsv.gz	102	292	2	NA	NA	NA	NA	NA	NA	0
1	496635.044402961	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/188/cluster_posteriors.tsv.gz	841	299	9	NA	NA	NA	NA	NA	NA	0
1	498571.452465824	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/189/cluster_posteriors.tsv.gz	542	295	7	NA	NA	NA	NA	NA	NA	0
1	497687.4095977	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_region/19/cluster_posteriors.tsv.gz	933	304	9	NA	NA	NA	NA	NA	NA	0
