x_elbow	y_elbow	gain_vector
1	266044.264089216	0
2	222779.58901526	0.162622093064363
3	217817.024097443	0.0222756713923049
4	213772.257847753	0.0185695597782116
5	211983.934252001	0.00836555507134931
6	209504.69809422	0.0116953964767643
7	209067.538534382	0.00208663368322887
8	209042.287442316	0.000120779592292159
9	209009.061431911	0.000158943966849063
