x_elbow	y_elbow	gain_vector
1	229156.128536088	0
2	187439.242716922	0.182045691230971
3	183537.073473461	0.0208183152412441
4	182424.227224367	0.00606333220876617
5	179879.868376314	0.0139474832195618
6	180586.250685907	-0.00392696701398585
7	180566.118966058	0.000111479804097621
8	177790.701256016	0.0153706449799897
9	175281.619912826	0.0141125566492777
10	175220.89145497	0.00034646221256238
