x_elbow	y_elbow	gain_vector
1	284080.123307615	0
2	217028.226947619	0.236031636354189
3	207947.166315467	0.0418427628510452
4	198002.301682348	0.0478239968802083
5	192676.342267199	0.0268984722394424
6	192715.703895959	-0.000204288851949193
7	188111.905484748	0.023889067253682
8	190863.944533827	-0.0146297973112724
9	190491.222660895	0.00195281447128483
10	192573.337824223	-0.0109302420040378
