x_elbow	y_elbow	gain_vector
1	205256.133041842	0
2	121452.188740117	0.408289599242531
3	101782.476981339	0.161954362147122
4	98157.7375408089	0.0356126078676086
5	95184.2394725627	0.0302930583237006
6	93177.6568618576	0.0210810384347663
7	92860.5064495761	0.00340371740353613
8	92317.455334843	0.00584803093905197
9	92480.0938311133	-0.00176173071149343
