ntotal	nconv	best_score	best_cluster	cpu_total	memory	nclusters_pred
500	500	187439.242716922	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_gene_bodies_hg38/cluster/0_0.95_10000/epi_region/21/cluster_posteriors.tsv.gz	430603	346	2
