cell_id	0	1	2	3	4	5	6	7	8	9
Lnuclei-pool80-S11-J-GACGAG	1.0	8.442294446371263e-105	2.886223023858276e-119	2.886223023858276e-119	2.886223023858276e-119	2.886223023858276e-119	2.886223023858276e-119	2.886223023858276e-119	2.886223023858276e-119	2.886223023858276e-119
Lnuclei-pool80-S11-K-AAGGTC	3.0790093554057546e-87	1.0	8.301869584523056e-125	8.301869584523056e-125	8.301869584523056e-125	8.301869584523056e-125	8.301869584523056e-125	8.301869584523056e-125	8.301869584523056e-125	8.301869584523056e-125
Lnuclei-pool80-S11-L-TGTAGC	1.0	3.76839979550469e-53	1.1557931746426789e-97	1.1557931746426789e-97	1.1557931746426789e-97	1.1557931746426789e-97	1.1557931746426789e-97	1.1557931746426789e-97	1.1557931746426789e-97	1.1557931746426789e-97
Lnuclei-pool80-S11-M-TTGGCA	1.104562754321015e-196	1.0	1.6476011920405941e-261	1.6476011920405941e-261	1.6476011920405941e-261	1.6476011920405941e-261	1.6476011920405941e-261	1.6476011920405941e-261	1.6476011920405941e-261	1.6476011920405941e-261
Lnuclei-pool80-S11-N-CTACTG	2.0438998297245175e-212	1.0	1.9234544410944956e-226	1.9234544410944956e-226	1.9234544410944956e-226	1.9234544410944956e-226	1.9234544410944956e-226	1.9234544410944956e-226	1.9234544410944956e-226	1.9234544410944956e-226
Lnuclei-pool80-S11-O-CATATG	1.0	2.569437512202973e-255	7.557012664344867e-272	7.557012664344867e-272	7.557012664344867e-272	7.557012664344867e-272	7.557012664344867e-272	7.557012664344867e-272	7.557012664344867e-272	7.557012664344867e-272
Lnuclei-pool80-S11-P-GTATAC	2.5152372213297172e-169	1.0	6.019381520164463e-222	6.019381520164463e-222	6.019381520164463e-222	6.019381520164463e-222	6.019381520164463e-222	6.019381520164463e-222	6.019381520164463e-222	6.019381520164463e-222
Lnuclei-pool80-S11-Q-ACCTTC	1.0	7.201510402730646e-101	2.0913951838668204e-185	2.0913951838668204e-185	2.0913951838668204e-185	2.0913951838668204e-185	2.0913951838668204e-185	2.0913951838668204e-185	2.0913951838668204e-185	2.0913951838668204e-185
Lnuclei-pool81-S12-A-TAGCTT	1.0	9.141340182851094e-290	1.26414189027913e-309	1.26414189027913e-309	1.26414189027913e-309	1.26414189027913e-309	1.26414189027913e-309	1.26414189027913e-309	1.26414189027913e-309	1.26414189027913e-309
Lnuclei-pool81-S12-B-ACTTGA	1.973198729358551e-201	1.0	5.89272380083405e-186	5.89272380083405e-186	5.89272380083405e-186	5.89272380083405e-186	5.89272380083405e-186	5.89272380083405e-186	5.89272380083405e-186	5.89272380083405e-186
Lnuclei-pool81-S12-C-GCCAAT	2.893287263055877e-172	1.0	9.094947394791277e-205	9.094947394791277e-205	9.094947394791277e-205	9.094947394791277e-205	9.094947394791277e-205	9.094947394791277e-205	9.094947394791277e-205	9.094947394791277e-205
Lnuclei-pool81-S12-D-CGATGT	1.9616286060081554e-131	1.0	2.9134816534292835e-158	2.9134816534292835e-158	2.9134816534292835e-158	2.9134816534292835e-158	2.9134816534292835e-158	2.9134816534292835e-158	2.9134816534292835e-158	2.9134816534292835e-158
Lnuclei-pool81-S12-H-CAGATC	1.0	1.0885517437899929e-154	2.9874665316770932e-199	2.9874665316770932e-199	2.9874665316770932e-199	2.9874665316770932e-199	2.9874665316770932e-199	2.9874665316770932e-199	2.9874665316770932e-199	2.9874665316770932e-199
Lnuclei-pool81-S12-J-GACGAG	1.0	5.2402331606029015e-68	4.467497637467281e-109	4.467497637467281e-109	4.467497637467281e-109	4.467497637467281e-109	4.467497637467281e-109	4.467497637467281e-109	4.467497637467281e-109	4.467497637467281e-109
Lnuclei-pool81-S12-K-AAGGTC	1.3152810950439018e-228	1.0	4.531407312755014e-264	4.531407312755014e-264	4.531407312755014e-264	4.531407312755014e-264	4.531407312755014e-264	4.531407312755014e-264	4.531407312755014e-264	4.531407312755014e-264
Lnuclei-pool81-S12-L-TGTAGC	9.613808774498498e-139	1.0	1.4612291394863915e-167	1.4612291394863915e-167	1.4612291394863915e-167	1.4612291394863915e-167	1.4612291394863915e-167	1.4612291394863915e-167	1.4612291394863915e-167	1.4612291394863915e-167
Lnuclei-pool81-S12-M-TTGGCA	1.0	5.587245348315483e-220	1.699068432378113e-254	1.699068432378113e-254	1.699068432378113e-254	1.699068432378113e-254	1.699068432378113e-254	1.699068432378113e-254	1.699068432378113e-254	1.699068432378113e-254
Lnuclei-pool81-S12-O-CATATG	2.9905180152742653e-202	1.0	4.2208037248221974e-241	4.2208037248221974e-241	4.2208037248221974e-241	4.2208037248221974e-241	4.2208037248221974e-241	4.2208037248221974e-241	4.2208037248221974e-241	4.2208037248221974e-241
