cell_id	0	1	2	3	4	5	6	7	8	9
K562-pool55-G-TGACCA	1.0	1.6866909143574996e-39	2.2957926887227826e-39	2.2957926887227826e-39	2.2957926887227826e-39	2.2957926887227826e-39	2.2957926887227826e-39	2.2957926887227826e-39	2.2957926887227826e-39	2.2957926887227826e-39
K562-pool55-H-CAGATC	1.0	5.004599428148698e-50	3.3271635796488525e-50	3.3271635796488525e-50	3.3271635796488525e-50	3.3271635796488525e-50	3.3271635796488525e-50	3.3271635796488525e-50	3.3271635796488525e-50	3.3271635796488525e-50
K562-pool55-I-CTTGTA	1.0	2.2125640080154146e-87	7.08935854494112e-88	7.08935854494112e-88	7.08935854494112e-88	7.08935854494112e-88	7.08935854494112e-88	7.08935854494112e-88	7.08935854494112e-88	7.08935854494112e-88
K562-pool55-J-GACGAG	1.0	6.459826092320282e-32	4.845731767830691e-32	4.845731767830691e-32	4.845731767830691e-32	4.845731767830691e-32	4.845731767830691e-32	4.845731767830691e-32	4.845731767830691e-32	4.845731767830691e-32
K562-pool55-K-AAGGTC	1.0	2.0342419997395096e-45	1.4706040050894248e-45	1.4706040050894248e-45	1.4706040050894248e-45	1.4706040050894248e-45	1.4706040050894248e-45	1.4706040050894248e-45	1.4706040050894248e-45	1.4706040050894248e-45
K562-pool55-L-TGTAGC	1.0	1.4711595201050937e-28	1.3140378433470116e-28	1.3140378433470116e-28	1.3140378433470116e-28	1.3140378433470116e-28	1.3140378433470116e-28	1.3140378433470116e-28	1.3140378433470116e-28	1.3140378433470116e-28
K562-pool55-M-TTGGCA	1.0	1.2370452009651833e-33	6.1407177817832115e-34	6.1407177817832115e-34	6.1407177817832115e-34	6.1407177817832115e-34	6.1407177817832115e-34	6.1407177817832115e-34	6.1407177817832115e-34	6.1407177817832115e-34
K562-pool55-N-CTACTG	1.0	4.11349275852922e-88	3.240657611494224e-88	3.240657611494224e-88	3.240657611494224e-88	3.240657611494224e-88	3.240657611494224e-88	3.240657611494224e-88	3.240657611494224e-88	3.240657611494224e-88
K562-pool55-O-CATATG	1.0	1.190133048682236e-43	2.464050484356559e-43	2.464050484356559e-43	2.464050484356559e-43	2.464050484356559e-43	2.464050484356559e-43	2.464050484356559e-43	2.464050484356559e-43	2.464050484356559e-43
K562-pool55-P-GTATAC	1.0	1.912326159682317e-43	1.6659819662272762e-43	1.6659819662272762e-43	1.6659819662272762e-43	1.6659819662272762e-43	1.6659819662272762e-43	1.6659819662272762e-43	1.6659819662272762e-43	1.6659819662272762e-43
K562-pool55-Q-ACCTTC	1.0	6.014183938177061e-91	8.819095885028393e-91	8.819095885028393e-91	8.819095885028393e-91	8.819095885028393e-91	8.819095885028393e-91	8.819095885028393e-91	8.819095885028393e-91	8.819095885028393e-91
K562-pool58-A-TAGCTT	1.0	1.6757226049702872e-49	1.3542728304710316e-49	1.3542728304710316e-49	1.3542728304710316e-49	1.3542728304710316e-49	1.3542728304710316e-49	1.3542728304710316e-49	1.3542728304710316e-49	1.3542728304710316e-49
K562-pool58-B-ACTTGA	1.0	1.1511359437686703e-27	3.9241881696332453e-28	3.9241881696332453e-28	3.9241881696332453e-28	3.9241881696332453e-28	3.9241881696332453e-28	3.9241881696332453e-28	3.9241881696332453e-28	3.9241881696332453e-28
K562-pool58-C-GCCAAT	1.0	5.305842317405809e-25	5.305783957336109e-25	5.305783957336109e-25	5.305783957336109e-25	5.305783957336109e-25	5.305783957336109e-25	5.305783957336109e-25	5.305783957336109e-25	5.305783957336109e-25
K562-pool58-D-CGATGT	1.0	4.514367464810799e-33	3.1549259161871735e-33	3.1549259161871735e-33	3.1549259161871735e-33	3.1549259161871735e-33	3.1549259161871735e-33	3.1549259161871735e-33	3.1549259161871735e-33	3.1549259161871735e-33
K562-pool58-F-ATCACG	1.0	4.970904966931582e-47	6.241041500202708e-47	6.241041500202708e-47	6.241041500202708e-47	6.241041500202708e-47	6.241041500202708e-47	6.241041500202708e-47	6.241041500202708e-47	6.241041500202708e-47
K562-pool58-G-TGACCA	1.0	1.3927970677956556e-22	5.696198404913464e-23	5.696198404913464e-23	5.696198404913464e-23	5.696198404913464e-23	5.696198404913464e-23	5.696198404913464e-23	5.696198404913464e-23	5.696198404913464e-23
K562-pool58-H-CAGATC	1.0	2.513205862236543e-18	1.0325605440618234e-18	1.0325605440618234e-18	1.0325605440618234e-18	1.0325605440618234e-18	1.0325605440618234e-18	1.0325605440618234e-18	1.0325605440618234e-18	1.0325605440618234e-18
