ntotal	nconv	best_score	best_cluster	cpu_total	memory	nclusters_pred
500	500	214578.197759528	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_TSS_hg38/cluster/0_0.95_10000/epi_basic/18/cluster_posteriors.tsv.gz	9407	168	8
