ntotal	nconv	best_score	best_cluster	cpu_total	memory	nclusters_pred
500	500	101865.926931883	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_Lnuclei_out_hg38/cluster/0_0.95_10000/epi_basic/145/cluster_posteriors.tsv.gz	5696	130	3
