ntotal	nconv	best_score	best_cluster	cpu_total	memory	nclusters_pred
500	500	506129.058236277	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/K562_out_hg38/cluster/0_0.95_10000/epi_basic/28/cluster_posteriors.tsv.gz	7233	158	9
